_id,DATE,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS
452,2020-07-25T00:00:00,Not Hispanic or Latino,1843,343,4
453,2020-07-25T00:00:00,Unknown,3012,408,7
454,2020-07-26T00:00:00,Hispanic or Latino,40,61,0
455,2020-07-26T00:00:00,Not Hispanic or Latino,728,248,6
456,2020-07-26T00:00:00,Unknown,1799,240,4
457,2020-07-27T00:00:00,Hispanic or Latino,408,61,0
458,2020-07-27T00:00:00,Not Hispanic or Latino,5925,339,4
459,2020-07-27T00:00:00,Unknown,6244,401,0
460,2020-07-28T00:00:00,Hispanic or Latino,519,49,2
461,2020-07-28T00:00:00,Not Hispanic or Latino,6215,223,4
462,2020-07-28T00:00:00,Unknown,5826,350,0
463,2020-07-29T00:00:00,Hispanic or Latino,519,76,0
464,2020-07-29T00:00:00,Not Hispanic or Latino,5402,445,13
465,2020-07-29T00:00:00,Unknown,5489,446,8
466,2020-07-30T00:00:00,Hispanic or Latino,415,79,1
467,2020-07-30T00:00:00,Not Hispanic or Latino,5484,389,2
468,2020-07-30T00:00:00,Unknown,5374,432,6
469,2020-07-31T00:00:00,Hispanic or Latino,465,69,3
470,2020-07-31T00:00:00,Not Hispanic or Latino,5602,473,4
471,2020-07-31T00:00:00,Unknown,5931,457,4
472,2020-08-01T00:00:00,Hispanic or Latino,108,53,1
473,2020-08-01T00:00:00,Not Hispanic or Latino,1629,357,8
474,2020-08-01T00:00:00,Unknown,3113,377,4
475,2020-08-02T00:00:00,Hispanic or Latino,38,38,0
476,2020-08-02T00:00:00,Not Hispanic or Latino,676,181,7
477,2020-08-02T00:00:00,Unknown,2196,357,2
478,2020-08-03T00:00:00,Hispanic or Latino,376,65,0
479,2020-08-03T00:00:00,Not Hispanic or Latino,5977,367,6
480,2020-08-03T00:00:00,Unknown,7012,406,3
481,2020-08-04T00:00:00,Hispanic or Latino,513,41,1
482,2020-08-04T00:00:00,Not Hispanic or Latino,5788,311,7
483,2020-08-04T00:00:00,Unknown,6849,397,3
484,2020-08-05T00:00:00,Hispanic or Latino,498,57,0
485,2020-08-05T00:00:00,Not Hispanic or Latino,5845,497,2
486,2020-08-05T00:00:00,Unknown,7004,517,3
487,2020-08-06T00:00:00,Hispanic or Latino,461,117,0
488,2020-08-06T00:00:00,Not Hispanic or Latino,5796,623,7
489,2020-08-06T00:00:00,Unknown,7506,534,8
490,2020-08-07T00:00:00,Hispanic or Latino,461,78,0
491,2020-08-07T00:00:00,Not Hispanic or Latino,6115,540,8
492,2020-08-07T00:00:00,Unknown,7428,433,6
493,2020-08-08T00:00:00,Hispanic or Latino,156,75,0
494,2020-08-08T00:00:00,Not Hispanic or Latino,1774,518,10
495,2020-08-08T00:00:00,Unknown,3631,450,2
496,2020-08-09T00:00:00,Hispanic or Latino,101,35,1
497,2020-08-09T00:00:00,Not Hispanic or Latino,1107,276,3
498,2020-08-09T00:00:00,Unknown,2485,360,3
499,2020-08-10T00:00:00,Hispanic or Latino,438,48,2
500,2020-08-10T00:00:00,Not Hispanic or Latino,6657,404,9
501,2020-08-10T00:00:00,Unknown,8833,431,5
502,2020-08-11T00:00:00,Hispanic or Latino,521,58,0
503,2020-08-11T00:00:00,Not Hispanic or Latino,5717,291,9
504,2020-08-11T00:00:00,Unknown,7163,351,4
505,2020-08-12T00:00:00,Hispanic or Latino,537,54,0
506,2020-08-12T00:00:00,Not Hispanic or Latino,6040,576,10
507,2020-08-12T00:00:00,Unknown,8009,444,5
508,2020-08-13T00:00:00,Hispanic or Latino,515,81,0
509,2020-08-13T00:00:00,Not Hispanic or Latino,6101,452,6
510,2020-08-13T00:00:00,Unknown,7777,543,8
511,2020-08-14T00:00:00,Hispanic or Latino,575,104,0
512,2020-08-14T00:00:00,Not Hispanic or Latino,6631,598,8
513,2020-08-14T00:00:00,Unknown,8533,431,9
514,2020-08-15T00:00:00,Hispanic or Latino,168,68,0
515,2020-08-15T00:00:00,Not Hispanic or Latino,1707,380,7
516,2020-08-15T00:00:00,Unknown,3625,325,5
517,2020-08-16T00:00:00,Hispanic or Latino,154,48,1
518,2020-08-16T00:00:00,Not Hispanic or Latino,1590,290,4
519,2020-08-16T00:00:00,Unknown,3492,272,7
520,2020-08-17T00:00:00,Hispanic or Latino,477,54,2
521,2020-08-17T00:00:00,Not Hispanic or Latino,6862,380,12
522,2020-08-17T00:00:00,Unknown,10308,470,8
523,2020-08-18T00:00:00,Hispanic or Latino,538,32,0
524,2020-08-18T00:00:00,Not Hispanic or Latino,6987,201,2
525,2020-08-18T00:00:00,Unknown,8717,312,3
526,2020-08-19T00:00:00,Hispanic or Latino,508,68,0
527,2020-08-19T00:00:00,Not Hispanic or Latino,6404,550,13
528,2020-08-19T00:00:00,Unknown,9046,391,4
529,2020-08-20T00:00:00,Hispanic or Latino,503,88,1
530,2020-08-20T00:00:00,Not Hispanic or Latino,6475,561,10
531,2020-08-20T00:00:00,Unknown,8091,585,5
532,2020-08-21T00:00:00,Hispanic or Latino,527,78,2
533,2020-08-21T00:00:00,Not Hispanic or Latino,5704,489,2
534,2020-08-21T00:00:00,Unknown,8474,569,4
535,2020-08-22T00:00:00,Hispanic or Latino,205,49,0
536,2020-08-22T00:00:00,Not Hispanic or Latino,1983,331,10
537,2020-08-22T00:00:00,Unknown,4299,263,5
538,2020-08-23T00:00:00,Hispanic or Latino,83,45,0
539,2020-08-23T00:00:00,Not Hispanic or Latino,926,286,5
540,2020-08-23T00:00:00,Unknown,3701,323,7
541,2020-08-24T00:00:00,Hispanic or Latino,508,60,1
542,2020-08-24T00:00:00,Not Hispanic or Latino,5858,334,7
543,2020-08-24T00:00:00,Unknown,7149,412,6
544,2020-08-25T00:00:00,Hispanic or Latino,530,53,0
545,2020-08-25T00:00:00,Not Hispanic or Latino,5368,258,6
546,2020-08-25T00:00:00,Unknown,6559,609,5
547,2020-08-26T00:00:00,Hispanic or Latino,394,84,1
548,2020-08-26T00:00:00,Not Hispanic or Latino,5302,565,1
549,2020-08-26T00:00:00,Unknown,6056,463,2
550,2020-08-27T00:00:00,Hispanic or Latino,379,55,0
551,2020-08-27T00:00:00,Not Hispanic or Latino,5025,347,9
552,2020-08-27T00:00:00,Unknown,6543,414,7
553,2020-08-28T00:00:00,Hispanic or Latino,407,74,0
554,2020-08-28T00:00:00,Not Hispanic or Latino,5063,573,5
555,2020-08-28T00:00:00,Unknown,5977,484,4
556,2020-08-29T00:00:00,Hispanic or Latino,124,40,0
557,2020-08-29T00:00:00,Not Hispanic or Latino,1264,403,8
558,2020-08-29T00:00:00,Unknown,3129,411,4
559,2020-08-30T00:00:00,Hispanic or Latino,52,43,1
560,2020-08-30T00:00:00,Not Hispanic or Latino,834,412,4
561,2020-08-30T00:00:00,Unknown,1968,422,4
562,2020-08-31T00:00:00,Hispanic or Latino,417,27,3
563,2020-08-31T00:00:00,Not Hispanic or Latino,5892,263,4
564,2020-08-31T00:00:00,Unknown,6406,405,6
565,2020-09-01T00:00:00,Hispanic or Latino,428,44,0
566,2020-09-01T00:00:00,Not Hispanic or Latino,5301,415,4
567,2020-09-01T00:00:00,Unknown,5958,398,3
568,2020-09-02T00:00:00,Hispanic or Latino,400,51,1
569,2020-09-02T00:00:00,Not Hispanic or Latino,4629,539,5
570,2020-09-02T00:00:00,Unknown,6182,500,4
571,2020-09-03T00:00:00,Hispanic or Latino,350,54,0
572,2020-09-03T00:00:00,Not Hispanic or Latino,4137,472,4
573,2020-09-03T00:00:00,Unknown,5816,495,2
574,2020-09-04T00:00:00,Hispanic or Latino,364,79,0
575,2020-09-04T00:00:00,Not Hispanic or Latino,4482,513,8
576,2020-09-04T00:00:00,Unknown,5672,474,6
577,2020-09-05T00:00:00,Hispanic or Latino,98,40,0
578,2020-09-05T00:00:00,Not Hispanic or Latino,1226,393,8
579,2020-09-05T00:00:00,Unknown,2621,410,3
580,2020-09-06T00:00:00,Hispanic or Latino,65,34,0
581,2020-09-06T00:00:00,Not Hispanic or Latino,855,284,7
582,2020-09-06T00:00:00,Unknown,1462,268,7
583,2020-09-07T00:00:00,Hispanic or Latino,79,19,1
584,2020-09-07T00:00:00,Not Hispanic or Latino,1059,155,6
585,2020-09-07T00:00:00,Unknown,1843,216,4
586,2020-09-08T00:00:00,Hispanic or Latino,468,47,0
587,2020-09-08T00:00:00,Not Hispanic or Latino,5494,339,9
588,2020-09-08T00:00:00,Unknown,6833,317,7
589,2020-09-09T00:00:00,Hispanic or Latino,412,42,1
590,2020-09-09T00:00:00,Not Hispanic or Latino,4804,314,3
591,2020-09-09T00:00:00,Unknown,6508,388,9
592,2020-09-10T00:00:00,Hispanic or Latino,412,59,0
593,2020-09-10T00:00:00,Not Hispanic or Latino,4399,453,10
594,2020-09-10T00:00:00,Unknown,5958,749,2
595,2020-09-11T00:00:00,Hispanic or Latino,379,84,3
596,2020-09-11T00:00:00,Not Hispanic or Latino,4505,432,3
597,2020-09-11T00:00:00,Unknown,5900,513,6
598,2020-09-12T00:00:00,Hispanic or Latino,103,48,0
599,2020-09-12T00:00:00,Not Hispanic or Latino,1503,287,3
600,2020-09-12T00:00:00,Unknown,2436,404,1
601,2020-09-13T00:00:00,Hispanic or Latino,72,43,0
602,2020-09-13T00:00:00,Not Hispanic or Latino,876,304,10
603,2020-09-13T00:00:00,Unknown,1575,353,7
604,2020-09-14T00:00:00,Hispanic or Latino,452,53,0
605,2020-09-14T00:00:00,Not Hispanic or Latino,5081,241,7
606,2020-09-14T00:00:00,Unknown,5837,452,7
607,2020-09-15T00:00:00,Hispanic or Latino,421,45,1
608,2020-09-15T00:00:00,Not Hispanic or Latino,4164,271,6
609,2020-09-15T00:00:00,Unknown,5272,297,5
610,2020-09-16T00:00:00,Hispanic or Latino,307,62,1
611,2020-09-16T00:00:00,Not Hispanic or Latino,3801,362,2
612,2020-09-16T00:00:00,Unknown,5140,408,5
613,2020-09-17T00:00:00,Hispanic or Latino,322,97,1
614,2020-09-17T00:00:00,Not Hispanic or Latino,3993,494,4
615,2020-09-17T00:00:00,Unknown,5242,877,10
616,2020-09-18T00:00:00,Hispanic or Latino,282,84,0
617,2020-09-18T00:00:00,Not Hispanic or Latino,3938,486,7
618,2020-09-18T00:00:00,Unknown,4841,515,5
619,2020-09-19T00:00:00,Hispanic or Latino,116,54,0
620,2020-09-19T00:00:00,Not Hispanic or Latino,1380,333,5
621,2020-09-19T00:00:00,Unknown,2169,345,5
622,2020-09-20T00:00:00,Hispanic or Latino,42,31,1
623,2020-09-20T00:00:00,Not Hispanic or Latino,897,218,4
624,2020-09-20T00:00:00,Unknown,1334,284,2
625,2020-09-21T00:00:00,Hispanic or Latino,422,36,0
626,2020-09-21T00:00:00,Not Hispanic or Latino,5203,241,7
627,2020-09-21T00:00:00,Unknown,5289,363,4
628,2020-09-22T00:00:00,Hispanic or Latino,401,40,1
629,2020-09-22T00:00:00,Not Hispanic or Latino,4183,266,6
630,2020-09-22T00:00:00,Unknown,5352,406,8
631,2020-09-23T00:00:00,Hispanic or Latino,364,49,0
632,2020-09-23T00:00:00,Not Hispanic or Latino,3929,381,11
633,2020-09-23T00:00:00,Unknown,5011,477,6
634,2020-09-24T00:00:00,Hispanic or Latino,317,87,1
635,2020-09-24T00:00:00,Not Hispanic or Latino,4322,529,6
636,2020-09-24T00:00:00,Unknown,4991,558,6
637,2020-09-25T00:00:00,Hispanic or Latino,295,81,0
638,2020-09-25T00:00:00,Not Hispanic or Latino,3885,557,5
639,2020-09-25T00:00:00,Unknown,4837,495,8
640,2020-09-26T00:00:00,Hispanic or Latino,81,64,0
641,2020-09-26T00:00:00,Not Hispanic or Latino,1339,367,10
642,2020-09-26T00:00:00,Unknown,2421,477,14
643,2020-09-27T00:00:00,Hispanic or Latino,93,68,2
644,2020-09-27T00:00:00,Not Hispanic or Latino,1007,385,5
645,2020-09-27T00:00:00,Unknown,1282,417,5
646,2020-09-28T00:00:00,Hispanic or Latino,487,54,0
647,2020-09-28T00:00:00,Not Hispanic or Latino,5375,370,8
648,2020-09-28T00:00:00,Unknown,5359,331,12
649,2020-09-29T00:00:00,Hispanic or Latino,410,49,0
650,2020-09-29T00:00:00,Not Hispanic or Latino,4883,440,12
651,2020-09-29T00:00:00,Unknown,5361,467,7
652,2020-09-30T00:00:00,Hispanic or Latino,371,50,0
653,2020-09-30T00:00:00,Not Hispanic or Latino,4145,523,11
654,2020-09-30T00:00:00,Unknown,5225,582,2
655,2020-10-01T00:00:00,Hispanic or Latino,408,117,1
656,2020-10-01T00:00:00,Not Hispanic or Latino,4597,671,9
657,2020-10-01T00:00:00,Unknown,5493,688,9
658,2020-10-02T00:00:00,Hispanic or Latino,483,96,1
659,2020-10-02T00:00:00,Not Hispanic or Latino,5103,556,7
660,2020-10-02T00:00:00,Unknown,5665,754,10
661,2020-10-03T00:00:00,Hispanic or Latino,172,66,1
662,2020-10-03T00:00:00,Not Hispanic or Latino,1934,409,12
663,2020-10-03T00:00:00,Unknown,2753,619,11
664,2020-10-04T00:00:00,Hispanic or Latino,145,58,0
665,2020-10-04T00:00:00,Not Hispanic or Latino,1298,393,10
666,2020-10-04T00:00:00,Unknown,2066,374,6
667,2020-10-05T00:00:00,Hispanic or Latino,585,85,0
668,2020-10-05T00:00:00,Not Hispanic or Latino,6775,474,6
669,2020-10-05T00:00:00,Unknown,6388,425,8
670,2020-10-06T00:00:00,Hispanic or Latino,468,101,0
671,2020-10-06T00:00:00,Not Hispanic or Latino,5940,627,6
672,2020-10-06T00:00:00,Unknown,6071,537,9
673,2020-10-07T00:00:00,Hispanic or Latino,495,80,2
674,2020-10-07T00:00:00,Not Hispanic or Latino,5496,749,10
675,2020-10-07T00:00:00,Unknown,5833,648,7
676,2020-10-08T00:00:00,Hispanic or Latino,436,117,0
677,2020-10-08T00:00:00,Not Hispanic or Latino,5709,890,15
678,2020-10-08T00:00:00,Unknown,5953,808,8
679,2020-10-09T00:00:00,Hispanic or Latino,439,109,0
680,2020-10-09T00:00:00,Not Hispanic or Latino,5323,1028,17
681,2020-10-09T00:00:00,Unknown,5576,796,8
682,2020-10-10T00:00:00,Hispanic or Latino,143,106,2
683,2020-10-10T00:00:00,Not Hispanic or Latino,2313,816,6
684,2020-10-10T00:00:00,Unknown,2959,652,9
685,2020-10-11T00:00:00,Hispanic or Latino,102,97,2
686,2020-10-11T00:00:00,Not Hispanic or Latino,1193,824,11
687,2020-10-11T00:00:00,Unknown,2081,637,8
688,2020-10-12T00:00:00,Hispanic or Latino,412,118,0
689,2020-10-12T00:00:00,Not Hispanic or Latino,5313,773,16
690,2020-10-12T00:00:00,Unknown,6354,656,7
691,2020-10-13T00:00:00,Hispanic or Latino,574,53,2
692,2020-10-13T00:00:00,Not Hispanic or Latino,6364,595,13
693,2020-10-13T00:00:00,Unknown,5877,508,14
694,2020-10-14T00:00:00,Hispanic or Latino,525,106,0
695,2020-10-14T00:00:00,Not Hispanic or Latino,5880,1012,12
696,2020-10-14T00:00:00,Unknown,5636,811,8
697,2020-10-15T00:00:00,Hispanic or Latino,557,143,1
698,2020-10-15T00:00:00,Not Hispanic or Latino,6502,1212,17
699,2020-10-15T00:00:00,Unknown,5712,944,17
700,2020-10-16T00:00:00,Hispanic or Latino,572,190,2
701,2020-10-16T00:00:00,Not Hispanic or Latino,5865,1331,18
702,2020-10-16T00:00:00,Unknown,5384,965,22
703,2020-10-17T00:00:00,Hispanic or Latino,178,108,2
704,2020-10-17T00:00:00,Not Hispanic or Latino,2414,733,12
705,2020-10-17T00:00:00,Unknown,3046,772,10
706,2020-10-18T00:00:00,Hispanic or Latino,66,109,0
707,2020-10-18T00:00:00,Not Hispanic or Latino,1121,777,13
708,2020-10-18T00:00:00,Unknown,2245,687,17
709,2020-10-19T00:00:00,Hispanic or Latino,542,110,1
710,2020-10-19T00:00:00,Not Hispanic or Latino,7009,901,7
711,2020-10-19T00:00:00,Unknown,6564,513,12
712,2020-10-20T00:00:00,Hispanic or Latino,528,84,0
713,2020-10-20T00:00:00,Not Hispanic or Latino,6979,880,19
714,2020-10-20T00:00:00,Unknown,6099,789,17
715,2020-10-21T00:00:00,Hispanic or Latino,573,181,0
716,2020-10-21T00:00:00,Not Hispanic or Latino,6371,1333,16
717,2020-10-21T00:00:00,Unknown,6084,1306,17
718,2020-10-22T00:00:00,Hispanic or Latino,574,153,1
719,2020-10-22T00:00:00,Not Hispanic or Latino,6806,1230,20
720,2020-10-22T00:00:00,Unknown,5525,1102,15
721,2020-10-23T00:00:00,Hispanic or Latino,568,158,1
722,2020-10-23T00:00:00,Not Hispanic or Latino,6504,1409,13
723,2020-10-23T00:00:00,Unknown,5506,1174,14
724,2020-10-24T00:00:00,Hispanic or Latino,191,123,1
725,2020-10-24T00:00:00,Not Hispanic or Latino,2972,1078,15
726,2020-10-24T00:00:00,Unknown,2778,923,9
727,2020-10-25T00:00:00,Hispanic or Latino,99,119,0
728,2020-10-25T00:00:00,Not Hispanic or Latino,1875,1073,21
729,2020-10-25T00:00:00,Unknown,1917,787,9
730,2020-10-26T00:00:00,Hispanic or Latino,652,143,0
731,2020-10-26T00:00:00,Not Hispanic or Latino,8772,1158,27
732,2020-10-26T00:00:00,Unknown,6679,734,14
733,2020-10-27T00:00:00,Hispanic or Latino,734,162,1
734,2020-10-27T00:00:00,Not Hispanic or Latino,8552,1580,25
735,2020-10-27T00:00:00,Unknown,6075,837,15
736,2020-10-28T00:00:00,Hispanic or Latino,663,206,3
737,2020-10-28T00:00:00,Not Hispanic or Latino,8206,1874,22
738,2020-10-28T00:00:00,Unknown,5867,1532,10
739,2020-10-29T00:00:00,Hispanic or Latino,726,152,1
740,2020-10-29T00:00:00,Not Hispanic or Latino,8696,1709,21
741,2020-10-29T00:00:00,Unknown,6409,1309,17
742,2020-10-30T00:00:00,Hispanic or Latino,662,186,1
743,2020-10-30T00:00:00,Not Hispanic or Latino,7976,1732,38
744,2020-10-30T00:00:00,Unknown,5752,1545,11
745,2020-10-31T00:00:00,Hispanic or Latino,256,153,1
746,2020-10-31T00:00:00,Not Hispanic or Latino,3612,1422,23
747,2020-10-31T00:00:00,Unknown,2942,1199,11
748,2020-11-01T00:00:00,Hispanic or Latino,165,228,0
749,2020-11-01T00:00:00,Not Hispanic or Latino,2167,1755,26
750,2020-11-01T00:00:00,Unknown,2228,1069,14
751,2020-11-02T00:00:00,Hispanic or Latino,674,213,2
752,2020-11-02T00:00:00,Not Hispanic or Latino,10026,1591,24
753,2020-11-02T00:00:00,Unknown,7224,1096,17
754,2020-11-03T00:00:00,Hispanic or Latino,759,211,2
755,2020-11-03T00:00:00,Not Hispanic or Latino,9049,2197,19
756,2020-11-03T00:00:00,Unknown,6768,1322,22
757,2020-11-04T00:00:00,Hispanic or Latino,1122,288,1
758,2020-11-04T00:00:00,Not Hispanic or Latino,10995,2602,34
759,2020-11-04T00:00:00,Unknown,7289,1541,17
760,2020-11-05T00:00:00,Hispanic or Latino,1001,221,0
761,2020-11-05T00:00:00,Not Hispanic or Latino,11305,2516,26
762,2020-11-05T00:00:00,Unknown,8227,1932,14
763,2020-11-06T00:00:00,Hispanic or Latino,963,256,1
764,2020-11-06T00:00:00,Not Hispanic or Latino,10712,2543,35
765,2020-11-06T00:00:00,Unknown,7454,2163,21
766,2020-11-07T00:00:00,Hispanic or Latino,492,245,1
767,2020-11-07T00:00:00,Not Hispanic or Latino,5539,2318,23
768,2020-11-07T00:00:00,Unknown,3946,2056,25
769,2020-11-08T00:00:00,Hispanic or Latino,186,327,0
770,2020-11-08T00:00:00,Not Hispanic or Latino,2859,2336,35
771,2020-11-08T00:00:00,Unknown,2931,1487,26
772,2020-11-09T00:00:00,Hispanic or Latino,1013,271,2
773,2020-11-09T00:00:00,Not Hispanic or Latino,12819,2753,27
774,2020-11-09T00:00:00,Unknown,9146,1798,15
775,2020-11-10T00:00:00,Hispanic or Latino,1275,269,0
776,2020-11-10T00:00:00,Not Hispanic or Latino,13481,2912,32
777,2020-11-10T00:00:00,Unknown,9051,1885,29
778,2020-11-11T00:00:00,Hispanic or Latino,795,429,0
779,2020-11-11T00:00:00,Not Hispanic or Latino,10137,3448,43
780,2020-11-11T00:00:00,Unknown,8136,2696,16
781,2020-11-12T00:00:00,Hispanic or Latino,1188,312,0
782,2020-11-12T00:00:00,Not Hispanic or Latino,13162,3115,28
783,2020-11-12T00:00:00,Unknown,8922,2199,13
784,2020-11-13T00:00:00,Hispanic or Latino,1025,427,1
785,2020-11-13T00:00:00,Not Hispanic or Latino,12117,4327,29
786,2020-11-13T00:00:00,Unknown,8482,3524,16
787,2020-11-14T00:00:00,Hispanic or Latino,469,506,1
788,2020-11-14T00:00:00,Not Hispanic or Latino,5735,4061,28
789,2020-11-14T00:00:00,Unknown,4755,2187,23
790,2020-11-15T00:00:00,Hispanic or Latino,232,357,4
791,2020-11-15T00:00:00,Not Hispanic or Latino,3428,2738,38
792,2020-11-15T00:00:00,Unknown,3001,2058,28
793,2020-11-16T00:00:00,Hispanic or Latino,1101,302,1
794,2020-11-16T00:00:00,Not Hispanic or Latino,13792,2711,36
795,2020-11-16T00:00:00,Unknown,10637,2441,26
796,2020-11-17T00:00:00,Hispanic or Latino,1062,400,2
797,2020-11-17T00:00:00,Not Hispanic or Latino,13701,3674,47
798,2020-11-17T00:00:00,Unknown,9328,1989,34
799,2020-11-18T00:00:00,Hispanic or Latino,1066,466,2
800,2020-11-18T00:00:00,Not Hispanic or Latino,13020,3900,43
801,2020-11-18T00:00:00,Unknown,8921,2961,29
802,2020-11-19T00:00:00,Hispanic or Latino,1031,424,1
803,2020-11-19T00:00:00,Not Hispanic or Latino,13447,3654,47
804,2020-11-19T00:00:00,Unknown,9195,2757,30
805,2020-11-20T00:00:00,Hispanic or Latino,985,400,3
806,2020-11-20T00:00:00,Not Hispanic or Latino,12291,3795,38
807,2020-11-20T00:00:00,Unknown,8501,2699,31
808,2020-11-21T00:00:00,Hispanic or Latino,427,313,1
809,2020-11-21T00:00:00,Not Hispanic or Latino,5786,3085,39
810,2020-11-21T00:00:00,Unknown,4555,2806,29
811,2020-11-22T00:00:00,Hispanic or Latino,200,329,1
812,2020-11-22T00:00:00,Not Hispanic or Latino,3003,3037,47
813,2020-11-22T00:00:00,Unknown,2757,2184,30
814,2020-11-23T00:00:00,Hispanic or Latino,956,331,1
815,2020-11-23T00:00:00,Not Hispanic or Latino,12232,3131,46
816,2020-11-23T00:00:00,Unknown,8818,2212,41
817,2020-11-24T00:00:00,Hispanic or Latino,904,286,0
818,2020-11-24T00:00:00,Not Hispanic or Latino,11604,3464,46
819,2020-11-24T00:00:00,Unknown,8306,2265,36
820,2020-11-25T00:00:00,Hispanic or Latino,829,312,1
821,2020-11-25T00:00:00,Not Hispanic or Latino,9915,3228,41
822,2020-11-25T00:00:00,Unknown,7660,2840,42
823,2020-11-26T00:00:00,Hispanic or Latino,55,225,1
824,2020-11-26T00:00:00,Not Hispanic or Latino,845,2837,55
825,2020-11-26T00:00:00,Unknown,1227,2577,39
826,2020-11-27T00:00:00,Hispanic or Latino,429,247,1
827,2020-11-27T00:00:00,Not Hispanic or Latino,6862,2086,45
828,2020-11-27T00:00:00,Unknown,5659,2167,40
829,2020-11-28T00:00:00,Hispanic or Latino,410,224,0
830,2020-11-28T00:00:00,Not Hispanic or Latino,4593,2442,47
831,2020-11-28T00:00:00,Unknown,3608,1606,26
832,2020-11-29T00:00:00,Hispanic or Latino,206,243,0
833,2020-11-29T00:00:00,Not Hispanic or Latino,2894,2765,43
834,2020-11-29T00:00:00,Unknown,2724,2615,38
835,2020-11-30T00:00:00,Hispanic or Latino,936,325,1
836,2020-11-30T00:00:00,Not Hispanic or Latino,11526,3036,47
837,2020-11-30T00:00:00,Unknown,8507,2084,37
838,2020-12-01T00:00:00,Hispanic or Latino,1084,346,3
839,2020-12-01T00:00:00,Not Hispanic or Latino,10940,3767,48
840,2020-12-01T00:00:00,Unknown,7718,2494,36
841,2020-12-02T00:00:00,Hispanic or Latino,910,405,3
842,2020-12-02T00:00:00,Not Hispanic or Latino,10964,4775,43
843,2020-12-02T00:00:00,Unknown,7199,3256,54
844,2020-12-03T00:00:00,Hispanic or Latino,898,414,1
845,2020-12-03T00:00:00,Not Hispanic or Latino,11026,4053,54
846,2020-12-03T00:00:00,Unknown,7533,3431,35
847,2020-12-04T00:00:00,Hispanic or Latino,835,443,1
848,2020-12-04T00:00:00,Not Hispanic or Latino,10084,4010,49
849,2020-12-04T00:00:00,Unknown,6944,3238,49
850,2020-12-05T00:00:00,Hispanic or Latino,430,429,1
851,2020-12-05T00:00:00,Not Hispanic or Latino,5168,3449,50
852,2020-12-05T00:00:00,Unknown,3546,2681,46
853,2020-12-06T00:00:00,Hispanic or Latino,212,354,3
854,2020-12-06T00:00:00,Not Hispanic or Latino,2787,3085,46
855,2020-12-06T00:00:00,Unknown,2416,2187,41
856,2020-12-07T00:00:00,Hispanic or Latino,999,260,5
857,2020-12-07T00:00:00,Not Hispanic or Latino,11273,2734,55
858,2020-12-07T00:00:00,Unknown,7783,2400,35
859,2020-12-08T00:00:00,Hispanic or Latino,923,265,1
860,2020-12-08T00:00:00,Not Hispanic or Latino,10377,3169,61
861,2020-12-08T00:00:00,Unknown,6682,2354,49
862,2020-12-09T00:00:00,Hispanic or Latino,784,346,4
863,2020-12-09T00:00:00,Not Hispanic or Latino,9502,3471,57
864,2020-12-09T00:00:00,Unknown,6425,2652,44
865,2020-12-10T00:00:00,Hispanic or Latino,732,409,5
866,2020-12-10T00:00:00,Not Hispanic or Latino,9699,3812,49
867,2020-12-10T00:00:00,Unknown,6511,2976,55
868,2020-12-11T00:00:00,Hispanic or Latino,753,379,1
869,2020-12-11T00:00:00,Not Hispanic or Latino,8954,4101,58
870,2020-12-11T00:00:00,Unknown,6031,2956,51
871,2020-12-12T00:00:00,Hispanic or Latino,381,297,1
872,2020-12-12T00:00:00,Not Hispanic or Latino,4618,2952,49
873,2020-12-12T00:00:00,Unknown,3400,2658,47
874,2020-12-13T00:00:00,Hispanic or Latino,183,227,2
875,2020-12-13T00:00:00,Not Hispanic or Latino,2799,2461,51
876,2020-12-13T00:00:00,Unknown,2402,2258,35
877,2020-12-14T00:00:00,Hispanic or Latino,792,231,3
878,2020-12-14T00:00:00,Not Hispanic or Latino,10400,2240,59
879,2020-12-14T00:00:00,Unknown,6504,1817,45
880,2020-12-15T00:00:00,Hispanic or Latino,766,276,2
881,2020-12-15T00:00:00,Not Hispanic or Latino,9354,3536,50
882,2020-12-15T00:00:00,Unknown,6215,2410,43
883,2020-12-16T00:00:00,Hispanic or Latino,574,297,1
884,2020-12-16T00:00:00,Not Hispanic or Latino,7954,3540,55
885,2020-12-16T00:00:00,Unknown,5648,2509,38
886,2020-12-17T00:00:00,Hispanic or Latino,569,273,2
887,2020-12-17T00:00:00,Not Hispanic or Latino,8502,3350,58
888,2020-12-17T00:00:00,Unknown,5887,2364,55
889,2020-12-18T00:00:00,Hispanic or Latino,521,196,4
890,2020-12-18T00:00:00,Not Hispanic or Latino,7785,2528,57
891,2020-12-18T00:00:00,Unknown,5606,2057,49
892,2020-12-19T00:00:00,Hispanic or Latino,278,310,3
893,2020-12-19T00:00:00,Not Hispanic or Latino,4804,3946,49
894,2020-12-19T00:00:00,Unknown,2913,2182,44
895,2020-12-20T00:00:00,Hispanic or Latino,172,148,1
896,2020-12-20T00:00:00,Not Hispanic or Latino,2959,1994,56
897,2020-12-20T00:00:00,Unknown,1709,1772,31
898,2020-12-21T00:00:00,Hispanic or Latino,590,158,3
899,2020-12-21T00:00:00,Not Hispanic or Latino,8721,2190,59
900,2020-12-21T00:00:00,Unknown,6691,1365,45
901,2020-12-22T00:00:00,Hispanic or Latino,528,218,4
